category,subcategory,item_category,name,price,market,image_url,calories,protein,carbs,fat
Gıda,Temel Gıda,Bakliyat,Yazar 2 x1 kg Kırmızı Mercimek,"213,73 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-2-x1-kg-kirmizi-mercimek-_1567735.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yazar 2x5 kg Basmati Pirinç,"902,96 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-2x5-kg-basmati-pirinc-_1418778.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Yazar 1 kg Pilavlık Bulgur,"85,31 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-1-kg-pilavlik-bulgur-_249721.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Yazar 12 x 1 kg Şeker Fasulye,"5.070,90 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-12-x-1-kg-seker-fasulye-_586808.jpg,387,0,100,0
Gıda,Temel Gıda,Bakliyat,Yazar 4x2 kg Cumra Fasulye,"757,02 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-4x2-kg-cumra-fasulye-_1609465.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Orti 4x5 kg Osmancık Pirinç,"1.462,13 TL",PttAVM,https://cdn.cimri.io/market/88x88/orti-4x5-kg-osmancik-pirinc-_1129827.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Yazar 2x1 kg Esmer Köftelik Bulgur,"114,29 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-2x1-kg-esmer-koftelik-bulgur-_778781.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Yazar 2 kg 9 ml Koçbaşı Nohut,"228,97 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-2-kg-9-ml-kocbasi-nohut-_1455172.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yazar 12x1 kg Barbunya,"1.452,21 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-12x1-kg-barbunya-_250738.jpg,140,9.0,24.0,0.5
Gıda,Temel Gıda,Bakliyat,Yazar 2x2 kg Cumra Fasulye,"438,48 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-2x2-kg-cumra-fasulye-_1628995.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yazar 1 kg Buğday + Toz Şeker + Fasulye + Koçbaşı Nohut Aşure Paketi,"333,49 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-1-kg-bugday-toz-seker-fasulye-kocbasi-nohut-asure-paketi-_1133804.jpg,387,0,100,0
Gıda,Temel Gıda,Bakliyat,Edos 1 kg Organik Kuru Fasulye,"287,00 TL",Pazarama,https://cdn.cimri.io/market/88x88/edos-1-kg-organik-kuru-fasulye-_900322.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Öze Bakliyat 1000 gr Köftelik Bulgur,"45,78 TL",PttAVM,https://cdn.cimri.io/market/88x88/oze-bakliyat-1000-gr-koftelik-bulgur-_1237143.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Öze Bakliyat Futbol 1 kg Kırmızı Mercimek,"114,04 TL",PttAVM,https://cdn.cimri.io/market/88x88/oze-bakliyat-futbol-1-kg-kirmizi-mercimek-_1304017.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gökkız 1 kg Köftelik Bulgur,"50,99 TL",PttAVM,https://cdn.cimri.io/market/88x88/gokkiz-1-kg-koftelik-bulgur-_590454.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Arbella Plus 400 gr Glutensiz Arpa Şehriye,"62,90 TL",Özel Beslenme,https://cdn.cimri.io/market/88x88/arbella-plus-400-gr-glutensiz-arpa-sehriye-_1103659.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gluno 500 gr Glutensiz Maş Fasulye,"59,43 TL",Dogalinya,https://cdn.cimri.io/market/88x88/gluno-500-gr-glutensiz-mas-fasulye-_946411.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gökkız 1 kg Kırmızı Mercimek,"110,61 TL",PttAVM,https://cdn.cimri.io/market/88x88/gokkiz-1-kg-kirmizi-mercimek-_844543.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Guruyemiş Box 500 gr Osmancık Pirinci,"216,17 TL",PttAVM,https://cdn.cimri.io/market/88x88/guruyemis-box-500-gr-osmancik-pirinci-_2041499.jpg,,,,
Gıda,Temel Gıda,Bakliyat,İpek Gurme 1 kg Kırmızı Köy Mercimeği,"242,00 TL",idefix,https://cdn.cimri.io/market/88x88/ipek-gurme-1-kg-kirmizi-koy-mercimegi-_2048641.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Akalp 1250 gr Değirmen Dövme Yarma,"89,90 TL",PttAVM,https://cdn.cimri.io/market/88x88/akalp-1250-gr-degirmen-dovme-yarma-_586153.jpg,,,,
Gıda,Temel Gıda,Bakliyat,İpek Değirmen 5 kg Glutensiz Yerli Kırmızı Futbol Köy Mercimek,"340,12 TL",PttAVM,https://cdn.cimri.io/market/88x88/ipek-degirmen-5-kg-glutensiz-yerli-kirmizi-futbol-koy-mercimek-_335685.jpg,,,,
Gıda,Temel Gıda,Bakliyat,E.m 1 kg Organik Pilavlık Pirinç,"75,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/e-m-1-kg-organik-pilavlik-pirinc-_1980601.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Damla 1 kg Yeşil Mercimek,"174,02 TL",PttAVM,https://cdn.cimri.io/market/88x88/damla-1-kg-yesil-mercimek-_337569.jpg,116,9.0,20.0,0.4
Gıda,Temel Gıda,Bakliyat,Memleket Gurmesi 500 gr Organik Patlak Mısır,"192,56 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Memleket Gurmesi 500 gr Organik Köftelik Bulgur,"187,05 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Memleket Gurmesi 500 gr Organik Kuru Fasulye,"231,07 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Duru Pratik  250 gr Sebzeli Bulgur Pilavı,"89,15 TL",PttAVM,https://cdn.cimri.io/market/88x88/duru-pratik-250-gr-sebzeli-bulgur-pilavi-_903866.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Ekoloji Market Organik 250 gr Bebek Glutensiz Tahıl Karışımı,"88,18 TL",PttAVM,https://cdn.cimri.io/market/88x88/ekoloji-market-organik-250-gr-bebek-glutensiz-tahil-karisimi-_1702742.jpg,,,,
Gıda,Temel Gıda,Bakliyat,"Besler Mutfak 2,5 kg Luna Pirinç","454,91 TL",PttAVM,https://cdn.cimri.io/market/88x88/besler-mutfak-25-kg-luna-pirinc-_189061.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Besler Mutfak 2.5 kg Osmancık Pirinç,"454,91 TL",PttAVM,https://cdn.cimri.io/market/88x88/besler-mutfak-2-5-kg-osmancik-pirinc-_87064.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,İngro 1 kg Glutensiz Yaprak Kırmızı Mercimek,"228,87 TL",PttAVM,https://cdn.cimri.io/market/88x88/ingro-1-kg-glutensiz-yaprak-kirmizi-mercimek-_57925.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yazar 1x4 kg Yerli Kırmızı Mercimek,"342,22 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-1x4-kg-yerli-kirmizi-mercimek-_1632191.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Orti 25 kg Osmancık Pirinç,"1.820,08 TL",PttAVM,https://cdn.cimri.io/market/88x88/orti-25-kg-osmancik-pirinc-_1129966.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Super Gurme Masala 1 kg Kuru Börülce,"191,61 TL",Organik Ali,https://cdn.cimri.io/market/88x88/super-gurme-masala-1-kg-kuru-borulce-_2028441.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Şifa Baharat 5 kg Siyah Mercimek,"492,07 TL",PttAVM,https://cdn.cimri.io/market/88x88/sifa-baharat-5-kg-siyah-mercimek-_1390708.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Çağlayan Aktar Yöresel Ürünler 1 kg Siyah Mercimek,"233,82 TL",PttAVM,https://cdn.cimri.io/market/88x88/caglayan-aktar-yoresel-urunler-1-kg-siyah-mercimek-_1787074.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yayla 1 kg Yeşil Mercimek,"98,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/yayla-1-kg-yesil-mercimek-_1942965.jpg,116,9.0,20.0,0.4
Gıda,Temel Gıda,Bakliyat,Şifa Baharat 5 kg Nohut,"590,77 TL",PttAVM,https://cdn.cimri.io/market/88x88/sifa-baharat-5-kg-nohut-_1401632.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Kuzeylina 1 kg Akkuş Şeker Fasulye,"490,00 TL",PttAVM,https://cdn.cimri.io/market/88x88/kuzeylina-1-kg-akkus-seker-fasulye-_1748436.jpg,387,0,100,0
Gıda,Temel Gıda,Bakliyat,Tat  1 kg Sarı Mercimek,"105,95 TL",Carrefour,https://cdn.cimri.io/market/88x88/tat-1-kg-sari-mercimek-_589019.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Okomesan 1 kg Sushi Pirinci,"295,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/okomesan-1-kg-sushi-pirinci-_1418502.jpg,162,4,26,4
Gıda,Temel Gıda,Bakliyat,"Payitaht Hurma 2,5 kg Siyez Pilavlık Bulgur","525,87 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Payitaht Hurma 500 gr Kırmızı Mercimek,"217,82 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,282,2.5,75.0,0.4
Gıda,Temel Gıda,Bakliyat,"Payitaht Hurma 2,5 kg Köy Tipi Bulgur","414,77 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Payitaht Hurma 500 gr Pilavlık Bulgur,"161,26 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,"Payitaht Hurma 2,5 kg Kuru Fasulye","757,16 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,282,2.5,75.0,0.4
Gıda,Temel Gıda,Bakliyat,Payitaht Hurma 400 gr Bezelye,"116,82 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,81,5.4,14.5,0.4
Gıda,Temel Gıda,Bakliyat,Payitaht Hurma 1 kg Anadolu Üçlü Çorbalık Tahıl Karışımı,"313,77 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,282,2.5,75.0,0.4
Gıda,Temel Gıda,Bakliyat,"Payitaht Hurma 2,5 kg Pilavlık Bulgur","414,77 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Payitaht Hurma 500 gr Osmancık Pirinç,"238,02 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Tat  1 kg Sarı Mercimek,"105,95 TL",Carrefour,https://cdn.cimri.io/market/88x88/tat-1-kg-sari-mercimek-_589019.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Şifa Baharat 5 kg Nohut,"590,77 TL",PttAVM,https://cdn.cimri.io/market/88x88/sifa-baharat-5-kg-nohut-_1401632.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Kuzeylina 1 kg Akkuş Şeker Fasulye,"490,00 TL",PttAVM,https://cdn.cimri.io/market/88x88/kuzeylina-1-kg-akkus-seker-fasulye-_1748436.jpg,387,0,100,0
Gıda,Temel Gıda,Bakliyat,Zarrin Merh 10 kg Hint Pirinci,"883,50 TL",PttAVM,https://cdn.cimri.io/market/88x88/zarrin-merh-10-kg-hint-pirinci-_923460.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Mytat 2500 gr Kırmızı Mercimek,"257,30 TL",idefix,https://cdn.cimri.io/market/88x88/mytat-2500-gr-kirmizi-mercimek-_589900.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Mytat Doğal Yerli Üretim Dermason Fasulye 2.5 kg,"329,75 TL",idefix,https://cdn.cimri.io/market/88x88/mytat-dogal-yerli-uretim-dermason-fasulye-2-5-kg-_587238.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Sade Organik 500 gr Yeşil Mercimek,"119,70 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-organik-500-gr-yesil-mercimek-_249805.jpg,116,9.0,20.0,0.4
Gıda,Temel Gıda,Bakliyat,"Sade 1,0 kg Organik Pirinç 1,0 kg Nohut","342,15 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-10-kg-organik-pirinc-10-kg-nohut-_1055089.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Pavrika 250 gr Siyez Bulguru,"328,90 TL",idefix,https://cdn.cimri.io/market/88x88/pavrika-250-gr-siyez-bulguru-_2063821.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Pavrika 100 gr Kara Nohut,"328,90 TL",idefix,https://cdn.cimri.io/market/88x88/pavrika-100-gr-kara-nohut-_2063859.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Sade Organik 500 gr Siyah Nohut,"145,37 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-organik-500-gr-siyah-nohut-_2068028.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Sade Gurme 3x500 gr Karagöz Börülce,"342,15 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-gurme-3x500-gr-karagoz-borulce-_1907191.jpg,,,,
Gıda,Temel Gıda,Bakliyat,5 kg Gaziantep Kırmızı Mercimek,"383,96 TL",PttAVM,https://cdn.cimri.io/market/88x88/5-kg-gaziantep-kirmizi-mercimek-_1007178.jpg,,,,
Gıda,Temel Gıda,Bakliyat,3 kg Köftelik Antep Bulguru,"120,42 TL",PttAVM,https://cdn.cimri.io/market/88x88/3-kg-koftelik-antep-bulguru-_1105251.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Dr.Gluten 250 gr Glutensiz Kuskus,"138,04 TL",PttAVM,https://cdn.cimri.io/market/88x88/dr-gluten-250-gr-glutensiz-kuskus-_1901259.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yayla Gurme 4x500 gr Börülce,"250,16 TL",idefix,https://cdn.cimri.io/market/88x88/yayla-gurme-4x500-gr-borulce-_2003355.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yayla Gurme 4x500 gr Risotto Pirinç,"292,84 TL",idefix,https://cdn.cimri.io/market/88x88/yayla-gurme-4x500-gr-risotto-pirinc-_2003348.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Natural Köy Ürünleri 1 kg Kuru Bakla,"103,84 TL",PttAVM,https://cdn.cimri.io/market/88x88/natural-koy-urunleri-1-kg-kuru-bakla-_1057932.jpg,,,,
Gıda,Temel Gıda,Bakliyat,500 gr Patlayan Mısır,"43,28 TL",PttAVM,https://cdn.cimri.io/market/88x88/500-gr-patlayan-misir-_1420984.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Windy Valley 750 gr Organik Yeşil Mercimek,"267,70 TL",idefix,https://cdn.cimri.io/market/88x88/windy-valley-750-gr-organik-yesil-mercimek-_521184.jpg,116,9.0,20.0,0.4
Gıda,Temel Gıda,Bakliyat,Kaptan'ın Ceviz Çiftliği 200 gr Caserecce Kırmızı Mercimek,"118,71 TL",idefix,https://cdn.cimri.io/market/88x88/kaptanin-ceviz-ciftligi-200-gr-caserecce-kirmizi-mercimek-_1301742.jpg,654,15.2,13.7,65.2
Gıda,Temel Gıda,Bakliyat,500 gr Yeşil Mercimek,"69,12 TL",idefix,https://cdn.cimri.io/market/88x88/500-gr-yesil-mercimek-_310316.jpg,116,9.0,20.0,0.4
Gıda,Temel Gıda,Bakliyat,Zarrin Mehr 10 kg Hint İran Basmati Pirinci,"874,20 TL",PttAVM,https://cdn.cimri.io/market/88x88/zarrin-mehr-10-kg-hint-iran-basmati-pirinci-_1531240.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Sade Organik 5 x 500 gr Cin Mısır,"427,71 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-organik-5-x-500-gr-cin-misir-_588138.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Sade Gurme 3x500 gr Siyah Pirinç,"256,59 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-gurme-3x500-gr-siyah-pirinc-_1901272.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Sade Gurme 500 gr Siyah Pirinç+ 500 gr Siyah Fasulye,"171,03 TL",PttAVM,https://cdn.cimri.io/market/88x88/sade-gurme-500-gr-siyah-pirinc-500-gr-siyah-fasulye-_1901271.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Natural Köy Ürüleri Antep 3 kg Kırmızı Mercimek,"215,54 TL",PttAVM,https://cdn.cimri.io/market/88x88/natural-koy-uruleri-antep-3-kg-kirmizi-mercimek-_1217802.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Natural Köy Ürünleri 5 kg Kuru Bakla,"379,60 TL",PttAVM,https://cdn.cimri.io/market/88x88/natural-koy-urunleri-5-kg-kuru-bakla-_1474507.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Deveci Gönen 5 kg Osmacık İri Tane Pilavlık Pirinç,"472,97 TL",PttAVM,https://cdn.cimri.io/market/88x88/deveci-gonen-5-kg-osmacik-iri-tane-pilavlik-pirinc-_1356981.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Natural Köy Ürünleri 5 kg Basmati Pirinç,"425,85 TL",PttAVM,https://cdn.cimri.io/market/88x88/natural-koy-urunleri-5-kg-basmati-pirinc-_1474472.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Natural Köy Ürünleri 25 kg Kuru Bakla,"1.679,83 TL",PttAVM,https://cdn.cimri.io/market/88x88/natural-koy-urunleri-25-kg-kuru-bakla-_1474462.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Antep Natural Köy Ürünleri 1 kg Köftelik Antep Bulgur,"36,65 TL",PttAVM,https://cdn.cimri.io/market/88x88/antep-natural-koy-urunleri-1-kg-koftelik-antep-bulgur-_1517568.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Dr.Gluten 1 kg Glutensiz Köftelik Bulgur + 1 kg Fine Bulgur,"164,95 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Aleyna Baharat 500 gr Beluga Mercimek,"111,99 TL",PttAVM,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yayla 4x500 gr Gurme Siyah Fasulye,"255,98 TL",idefix,https://cdn.cimri.io/market/88x88/yayla-4x500-gr-gurme-siyah-fasulye-_1994138.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yayla 8 x 500 gr Gurme Siyah Fasulye,"448,04 TL",idefix,https://cdn.cimri.io/market/88x88/yayla-8-x-500-gr-gurme-siyah-fasulye-_589288.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Yazar Basmati 6x750 gr Pirinç,"451,45 TL",PttAVM,https://cdn.cimri.io/market/88x88/yazar-basmati-6x750-gr-pirinc-_880596.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,5 kg Buğday Kepeği,"129,15 TL",PttAVM,https://cdn.cimri.io/market/88x88/5-kg-bugday-kepegi-_891818.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Mytat 2500 gr Pilavlık Bulgur,"174,50 TL",idefix,https://cdn.cimri.io/market/88x88/mytat-2500-gr-pilavlik-bulgur-_589895.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Mytat 1 kg Doğal Yerli Üretim Pilavlık Bulgur,"104,81 TL",idefix,https://cdn.cimri.io/market/88x88/mytat-1-kg-dogal-yerli-uretim-pilavlik-bulgur-_1924130.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Kocabay Kuruyemiş 500 gr Buğday,"61,44 TL",idefix,https://cdn.cimri.io/market/88x88/kocabay-kuruyemis-500-gr-bugday-_1107533.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gurmepark 1 kg Dövme Nohut,"141,43 TL",PttAVM,https://cdn.cimri.io/market/88x88/gurmepark-1-kg-dovme-nohut-_1422785.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Amesia 1 kg Yeşil Mercimek,"173,89 TL",idefix,https://cdn.cimri.io/market/88x88/amesia-1-kg-yesil-mercimek-_1379795.jpg,116,9.0,20.0,0.4
Gıda,Temel Gıda,Bakliyat,Bileb Serinhisar 400 gr Patlayan Mısır,"62,41 TL",PttAVM,https://cdn.cimri.io/market/88x88/bileb-serinhisar-400-gr-patlayan-misir-_2048401.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Bitki Baharat Dünyası 500 gr Diş Buğdayı,"76,80 TL",idefix,https://cdn.cimri.io/market/88x88/bitki-baharat-dunyasi-500-gr-dis-bugdayi-_2066228.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Bileb Serinhisar 1 kg Patlayan Mısır,"103,75 TL",idefix,https://cdn.cimri.io/market/88x88/bileb-serinhisar-1-kg-patlayan-misir-_2048449.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Noba 1000 gr Barbunya,"205,97 TL",idefix,https://cdn.cimri.io/market/88x88/noba-1000-gr-barbunya-_250503.jpg,140,9.0,24.0,0.5
Gıda,Temel Gıda,Bakliyat,Cey Natural Foods 500 gr Uzun Siyah Pirinç,"159,00 TL",Özel Beslenme,https://cdn.cimri.io/market/88x88/cey-natural-foods-500-gr-uzun-siyah-pirinc-_218048.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Zarrin Mehr 5 kg İri Taneli Hint Pirinci,"511,50 TL",PttAVM,https://cdn.cimri.io/market/88x88/zarrin-mehr-5-kg-iri-taneli-hint-pirinci-_1531249.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Kappadokia 1 kg Beluga Mercimek,"175,99 TL",idefix,https://cdn.cimri.io/market/88x88/kappadokia-1-kg-beluga-mercimek-_1651335.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Kappadokia 1 kg Glütensiz Yulaf Bulguru,"210,76 TL",idefix,https://cdn.cimri.io/market/88x88/kappadokia-1-kg-glutensiz-yulaf-bulguru-_1736073.jpg,389,16.9,66.3,6.9
Gıda,Temel Gıda,Bakliyat,Kappadokia 1 kg Siyah Nohut,"342,76 TL",idefix,https://cdn.cimri.io/market/88x88/kappadokia-1-kg-siyah-nohut-_310548.jpg,,,,
Gıda,Temel Gıda,Bakliyat,500 gr Maş Fasülyesi,"87,99 TL",idefix,https://cdn.cimri.io/market/88x88/500-gr-mas-fasulyesi-_1428396.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Kalafat 1 kg Koçbaşı Nohut,"171,68 TL",PttAVM,https://cdn.cimri.io/market/88x88/kalafat-1-kg-kocbasi-nohut-_1849496.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Duru 8x1 kg Şehriyeli Pilavlık Bulgur,"459,02 TL",PttAVM,https://cdn.cimri.io/market/88x88/duru-8x1-kg-sehriyeli-pilavlik-bulgur-_336282.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 250 gr İç Bakla,"278,48 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-250-gr-ic-bakla-_823175.jpg,,,,
Gıda,Temel Gıda,Bakliyat,"Gaziantep Pazarı 2,5 kg Lüks Baldo Pirinç","286,49 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-25-kg-luks-baldo-pirinc-_880618.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Akın Bulgur 1 kg Buğday Firiği,"166,34 TL",PttAVM,https://cdn.cimri.io/market/88x88/akin-bulgur-1-kg-bugday-firigi-_903977.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Akın Bulgur 1 kg Köftelik Bulgur,"99,59 TL",PttAVM,https://cdn.cimri.io/market/88x88/akin-bulgur-1-kg-koftelik-bulgur-_903948.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 10 kg Karabuğday,"865,88 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-10-kg-karabugday-_899885.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 1 kg Akın Bulgur Esmer Çiğ Köftelik Bulgur,"99,59 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-1-kg-akin-bulgur-esmer-cig-koftelik-bulgur-_778790.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 10 kg Kırık Pirinç,"495,64 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-10-kg-kirik-pirinc-_548171.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Akın Bulgur 5 kg İnce Pilavlık Bulgur,"233,09 TL",PttAVM,https://cdn.cimri.io/market/88x88/akin-bulgur-5-kg-ince-pilavlik-bulgur-_1419860.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 10 kg Kırık Pirinç,"495,64 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-10-kg-kirik-pirinc-_548171.jpg,360,7.1,79,0.5
Gıda,Temel Gıda,Bakliyat,Akın Bulgur 5 kg Hediklik Buğday,"217,07 TL",PttAVM,https://cdn.cimri.io/market/88x88/akin-bulgur-5-kg-hediklik-bugday-_844464.jpg,340,12.5,73,1
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 1 kg Karabuğday,"144,09 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-1-kg-karabugday-_697372.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 5 kg Aşurelik Buğday,"217,07 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-5-kg-asurelik-bugday-_548175.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 1 kg Cilalı Mercimek,"133,41 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-1-kg-cilali-mercimek-_548208.jpg,,,,
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 5 kg Yerli Kiraz Barbunya,"561,50 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-5-kg-yerli-kiraz-barbunya-_823193.jpg,63,1.1,16.0,0.2
Gıda,Temel Gıda,Bakliyat,Gaziantep Pazarı 250 gr Karışık Kavurga,"116,50 TL",PttAVM,https://cdn.cimri.io/market/88x88/gaziantep-pazari-250-gr-karisik-kavurga-_879203.jpg,,,,
